# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_mindist_mol_dimerarea.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"dimerarea-MOL"
"135650.0";"0.2630759"
"135660.0";"0.3125553"
"135670.0";"0.2737898"
"135680.0";"0.2615094"
"135690.0";"0.2468628"
"135700.0";"0.2972896"
"135710.0";"0.2956818"
"135720.0";"0.2706979"
"135730.0";"0.2737789"
"135740.0";"0.3836052"
"135750.0";"0.2760541"
"135760.0";"0.2712288"
"135770.0";"0.2597439"
"135780.0";"0.2460591"
"135790.0";"0.2660589"
"135800.0";"0.2783343"
"135810.0";"0.2814215"
"135820.0";"0.3018509"
"135830.0";"0.2471196"
"135840.0";"0.2559343"
"135850.0";"0.2813013"
"135860.0";"0.2774254"
"135870.0";"0.2739248"
"135880.0";"0.2463573"
"135890.0";"0.3063755"
"135900.0";"0.2831345"
"135910.0";"0.1976411"
"135920.0";"0.2693885"
"135930.0";"0.2745867"
"135940.0";"0.2966896"
"135950.0";"0.2435034"
"135960.0";"0.2793849"
"135970.0";"0.2609404"
"135980.0";"0.2847822"
"135990.0";"0.2812624"
"136000.0";"0.27737"
"136010.0";"0.2914385"
"136020.0";"0.2901743"
"136030.0";"0.2800441"
"136040.0";"0.2782004"
"136050.0";"0.2619572"
"136060.0";"0.2776868"
"136070.0";"0.2821166"
"136080.0";"0.2533401"
"136090.0";"0.2870174"
"136100.0";"0.3054722"
"136110.0";"0.2757882"
"136120.0";"0.3024783"
"136130.0";"0.2740678"
"136140.0";"0.2579344"
"136150.0";"0.2760328"
"136160.0";"0.2645168"
"136170.0";"0.2807418"
"136180.0";"0.2691655"
"136190.0";"0.279203"
"136200.0";"0.296311"
"136210.0";"0.3106541"
"136220.0";"0.2472635"
"136230.0";"0.2722702"
"136240.0";"0.2551588"
"136250.0";"0.2428369"
"136260.0";"0.3067345"
"136270.0";"0.2474141"
"136280.0";"0.3158577"
"136290.0";"0.272751"
"136300.0";"0.249433"
"136310.0";"0.2735981"
"136320.0";"0.2769655"
"136330.0";"0.2725236"
"136340.0";"0.307698"
"136350.0";"0.3275383"
"136360.0";"0.239155"
"136370.0";"0.2755469"
"136380.0";"0.2834257"
"136390.0";"0.2281537"
"136400.0";"0.2490641"
"136410.0";"0.256517"
"136420.0";"0.2552921"
"136430.0";"0.2267525"
"136440.0";"0.2933274"
"136450.0";"0.2547078"
"136460.0";"0.2445686"
"136470.0";"0.2786323"
"136480.0";"0.2974848"
"136490.0";"0.2779497"
"136500.0";"0.2696462"
"136510.0";"0.2382814"
"136520.0";"0.2626501"
"136530.0";"0.2651848"
"136540.0";"0.2853962"
"136550.0";"0.2966427"
"136560.0";"0.3033249"
"136570.0";"0.2696391"
"136580.0";"0.2888684"
"136590.0";"0.286993"
"136600.0";"0.2893888"
"136610.0";"0.2608257"
"136620.0";"0.282142"
"136630.0";"0.2955318"
"136640.0";"0.2365795"
"136650.0";"0.2395038"
"136660.0";"0.2545845"
"136670.0";"0.2712844"
"136680.0";"0.2842589"
"136690.0";"0.2586671"
"136700.0";"0.2809383"
"136710.0";"0.260626"
"136720.0";"0.2694683"
"136730.0";"0.2765715"
"136740.0";"0.2815687"
"136750.0";"0.2388304"
"136760.0";"0.2846912"
"136770.0";"0.2792154"
"136780.0";"0.2791669"
"136790.0";"0.2751167"
"136800.0";"0.2757777"
"136810.0";"0.2615765"
"136820.0";"0.2173892"
"136830.0";"0.3062041"
"136840.0";"0.2853368"
"136850.0";"0.2742004"
"136860.0";"0.2640927"
"136870.0";"0.2391922"
"136880.0";"0.2306468"
"136890.0";"0.2446979"
"136900.0";"0.2896654"
"136910.0";"0.2650489"
"136920.0";"0.2707714"
"136930.0";"0.2790521"
"136940.0";"0.2710736"
"136950.0";"0.3155245"
"136960.0";"0.2585558"
"136970.0";"0.2798535"
"136980.0";"0.2572813"
"136990.0";"0.2755378"
"137000.0";"0.2615878"
"137010.0";"0.3027211"
"137020.0";"0.2589308"
"137030.0";"0.2645905"
"137040.0";"0.3202139"
"137050.0";"0.2473984"
"137060.0";"0.2609544"
"137070.0";"0.2840456"
"137080.0";"0.274638"
"137090.0";"0.2741458"
"137100.0";"0.3129044"
"137110.0";"0.2930749"
"137120.0";"0.249"
"137130.0";"0.2761776"
"137140.0";"0.2837604"
"137150.0";"0.2819501"
"137160.0";"0.2835248"
"137170.0";"0.267974"
"137180.0";"0.2533654"
"137190.0";"0.255574"
"137200.0";"0.2610328"
"137210.0";"0.2728263"
"137220.0";"0.2659573"
"137230.0";"0.2862691"
"137240.0";"0.2647983"
"137250.0";"0.2754086"
"137260.0";"0.2651662"
"137270.0";"0.2351362"
"137280.0";"0.257538"
"137290.0";"0.2686037"
"137300.0";"0.279523"
"137310.0";"0.2693213"
"137320.0";"0.217178"
"137330.0";"0.2697703"
"137340.0";"0.282255"
"137350.0";"0.2647752"
"137360.0";"0.262562"
"137370.0";"0.2916931"
"137380.0";"0.2847664"
"137390.0";"0.283177"
"137400.0";"0.2664885"
"137410.0";"0.3035441"
"137420.0";"0.2602731"
"137430.0";"0.3021621"
"137440.0";"0.2788586"
"137450.0";"0.2681266"
"137460.0";"0.2927129"
"137470.0";"0.3155157"
"137480.0";"0.2952878"
"137490.0";"0.2630079"
"137500.0";"0.2594649"
"137510.0";"0.3021207"
"137520.0";"0.2744101"
"137530.0";"0.273126"
"137540.0";"0.2788584"
"137550.0";"0.2630035"
"137560.0";"0.3260526"
"137570.0";"0.2862519"
"137580.0";"0.2983032"
"137590.0";"0.3100014"
"137600.0";"0.3272093"
"137610.0";"0.2431483"
"137620.0";"0.2678822"
"137630.0";"0.2815205"
"137640.0";"0.2875139"
"137650.0";"0.2669733"
"137660.0";"0.2525766"
"137670.0";"0.2626195"
"137680.0";"0.2762427"
"137690.0";"0.2466373"
"137700.0";"0.2615073"
"137710.0";"0.2524478"
"137720.0";"0.2870489"
"137730.0";"0.3137438"
"137740.0";"0.287877"
"137750.0";"0.2757483"
"137760.0";"0.258333"
"137770.0";"0.2727528"
"137780.0";"0.2714735"
"137790.0";"0.2872073"
"137800.0";"0.3002012"
"137810.0";"0.2599274"
"137820.0";"0.2678228"
"137830.0";"0.2715328"
"137840.0";"0.2999701"
"137850.0";"0.2978941"
"137860.0";"0.2901468"
"137870.0";"0.2893754"
"137880.0";"0.2747895"
"137890.0";"0.2401049"
"137900.0";"0.2359027"
"137910.0";"0.2719318"
"137920.0";"0.2860594"
"137930.0";"0.2741163"
"137940.0";"0.2948035"
"137950.0";"0.3147845"
"137960.0";"0.2736745"
"137970.0";"0.3071581"
"137980.0";"0.2812771"
"137990.0";"0.267862"
"138000.0";"0.3038979"
"138010.0";"0.3097998"
"138020.0";"0.2849372"
"138030.0";"0.2548747"
"138040.0";"0.2732144"
"138050.0";"0.2533203"
"138060.0";"0.2903556"
"138070.0";"0.2955451"
"138080.0";"0.2441434"
"138090.0";"0.2741716"
"138100.0";"0.2600018"
"138110.0";"0.2622424"
"138120.0";"0.2989599"
"138130.0";"0.3061581"
"138140.0";"0.3174666"
"138150.0";"0.3055798"
"138160.0";"0.2517517"
"138170.0";"0.2753345"
"138180.0";"0.3038503"
"138190.0";"0.2613318"
"138200.0";"0.3252293"
"138210.0";"0.2791217"
"138220.0";"0.2915803"
"138230.0";"0.2506594"
"138240.0";"0.2911017"
"138250.0";"0.2606817"
"138260.0";"0.2784776"
"138270.0";"0.2496518"
"138280.0";"0.2962314"
"138290.0";"0.2764816"
"138300.0";"0.2825404"
"138310.0";"0.2877658"
"138320.0";"0.2554798"
"138330.0";"0.27193"
"138340.0";"0.2772815"
"138350.0";"0.2470202"
"138360.0";"0.2582517"
"138370.0";"0.3071044"
"138380.0";"0.2854556"
"138390.0";"0.3029885"
"138400.0";"0.3005165"
"138410.0";"0.2913659"
"138420.0";"0.2953203"
"138430.0";"0.2937229"
"138440.0";"0.2884873"
"138450.0";"0.3426693"
"138460.0";"0.3352897"
"138470.0";"0.2696318"
"138480.0";"0.2888927"
"138490.0";"0.2587296"
"138500.0";"0.2717075"
"138510.0";"0.287522"
"138520.0";"0.284067"
"138530.0";"0.2655503"
"138540.0";"0.2949373"
"138550.0";"0.2625378"
"138560.0";"0.2780542"
"138570.0";"0.2593955"
"138580.0";"0.2802303"
"138590.0";"0.2936766"
"138600.0";"0.3235812"
"138610.0";"0.2805676"
"138620.0";"0.2624535"
"138630.0";"0.3035342"
"138640.0";"0.3057353"
"138650.0";"0.3027529"
"138660.0";"0.3170393"
"138670.0";"0.279002"
"138680.0";"0.2709998"
"138690.0";"0.2763082"
"138700.0";"0.2778542"
"138710.0";"0.2903432"
"138720.0";"0.2579187"
"138730.0";"0.2141259"
"138740.0";"0.215773"
"138750.0";"0.2592333"
"138760.0";"0.2643903"
"138770.0";"0.3038239"
"138780.0";"0.1919924"
"138790.0";"0.2874109"
"138800.0";"0.2608793"
"138810.0";"0.2533081"
"138820.0";"0.2525335"
"138830.0";"0.2761629"
"138840.0";"0.2569782"
"138850.0";"0.3195324"
"138860.0";"0.2689502"
"138870.0";"0.2488636"
"138880.0";"0.2756994"
"138890.0";"0.2545153"
"138900.0";"0.3325555"
"138910.0";"0.2853594"
"138920.0";"0.2800304"
"138930.0";"0.3225038"
"138940.0";"0.354555"
"138950.0";"0.2764404"
"138960.0";"0.2502681"
"138970.0";"0.2498897"
"138980.0";"0.2557808"
"138990.0";"0.2890227"
"139000.0";"0.2664545"
"139010.0";"0.3369228"
"139020.0";"0.2450979"
"139030.0";"0.2553236"
"139040.0";"0.3049243"
"139050.0";"0.261767"
"139060.0";"0.2450104"
"139070.0";"0.2540334"
"139080.0";"0.2765971"
"139090.0";"0.2737843"
"139100.0";"0.2906992"
"139110.0";"0.2505631"
"139120.0";"0.2828091"
"139130.0";"0.2826589"
"139140.0";"0.2769276"
"139150.0";"0.2775212"
"139160.0";"0.2403188"
"139170.0";"0.2448144"
"139180.0";"0.2659548"
"139190.0";"0.2909639"
"139200.0";"0.2921025"
"139210.0";"0.2627144"
"139220.0";"0.3229457"
"139230.0";"0.2854839"
"139240.0";"0.263579"
"139250.0";"0.2600883"
"139260.0";"0.2392274"
"139270.0";"0.2833687"
"139280.0";"0.280014"
"139290.0";"0.2658536"
"139300.0";"0.2726642"
"139310.0";"0.3446082"
"139320.0";"0.2718936"
"139330.0";"0.2448796"
"139340.0";"0.3588158"
"139350.0";"0.3641557"
"139360.0";"0.2670753"
"139370.0";"0.2630548"
"139380.0";"0.2508805"
"139390.0";"0.2620475"
"139400.0";"0.2505212"
"139410.0";"0.279272"
"139420.0";"0.2813217"
"139430.0";"0.2662499"
"139440.0";"0.2767685"
"139450.0";"0.2970304"
"139460.0";"0.2424975"
"139470.0";"0.2333883"
"139480.0";"0.2800928"
"139490.0";"0.2651155"
"139500.0";"0.27784"
"139510.0";"0.2864421"
"139520.0";"0.2909623"
"139530.0";"0.283163"
"139540.0";"0.2491223"
"139550.0";"0.288822"
"139560.0";"0.2876158"
"139570.0";"0.2739522"
"139580.0";"0.2925969"
"139590.0";"0.2940084"
"139600.0";"0.3107844"
"139610.0";"0.3256841"
"139620.0";"0.2934722"
"139630.0";"0.2754165"
"139640.0";"0.3316458"
"139650.0";"0.2726775"
"139660.0";"0.2586082"
"139670.0";"0.2795607"
"139680.0";"0.272415"
"139690.0";"0.2666852"
"139700.0";"0.2934998"
"139710.0";"0.2904907"
"139720.0";"0.265816"
"139730.0";"0.2714218"
"139740.0";"0.281146"
"139750.0";"0.2376994"
"139760.0";"0.2793365"
"139770.0";"0.2645539"
"139780.0";"0.3076132"
"139790.0";"0.2612236"
"139800.0";"0.2527725"
"139810.0";"0.2807329"
"139820.0";"0.2839388"
"139830.0";"0.2712088"
"139840.0";"0.2819804"
"139850.0";"0.2564023"
"139860.0";"0.256423"
"139870.0";"0.3026448"
"139880.0";"0.3242729"
"139890.0";"0.2494596"
"139900.0";"0.2621807"
"139910.0";"0.2753363"
"139920.0";"0.2344912"
"139930.0";"0.2466434"
"139940.0";"0.2686042"
"139950.0";"0.265701"
"139960.0";"0.2453265"
"139970.0";"0.2237434"
"139980.0";"0.2683727"
"139990.0";"0.2675711"
"140000.0";"0.2978275"
"140010.0";"0.2859177"
"140020.0";"0.2746964"
"140030.0";"0.2814699"
"140040.0";"0.2276179"
"140050.0";"0.2565928"
"140060.0";"0.2673804"
"140070.0";"0.265748"
"140080.0";"0.2411584"
"140090.0";"0.213002"
"140100.0";"0.2918304"
"140110.0";"0.2331309"
"140120.0";"0.2764395"
"140130.0";"0.3264401"
"140140.0";"0.2901208"
"140150.0";"0.2835368"
"140160.0";"0.2557691"
"140170.0";"0.2919778"
"140180.0";"0.2705101"
"140190.0";"0.2757573"
"140200.0";"0.255832"
"140210.0";"0.2422314"
"140220.0";"0.3056894"
"140230.0";"0.2470543"
"140240.0";"0.3043046"
"140250.0";"0.2555151"
"140260.0";"0.2791077"
"140270.0";"0.2730141"
"140280.0";"0.314682"
"140290.0";"0.3377629"
"140300.0";"0.3151651"
"140310.0";"0.2464654"
"140320.0";"0.2742702"
"140330.0";"0.2874113"
"140340.0";"0.262823"
"140350.0";"0.2845016"
"140360.0";"0.2486845"
"140370.0";"0.2880434"
"140380.0";"0.2819947"
"140390.0";"0.307228"
"140400.0";"0.2648211"
"140410.0";"0.3018628"
"140420.0";"0.2291658"
"140430.0";"0.2336328"
"140440.0";"0.2519539"
"140450.0";"0.2293248"
"140460.0";"0.2744234"
"140470.0";"0.3325451"
"140480.0";"0.2722227"
"140490.0";"0.3151903"
"140500.0";"0.2615608"
"140510.0";"0.2021515"
"140520.0";"0.2524858"
"140530.0";"0.2364169"
"140540.0";"0.2851772"
"140550.0";"0.2878581"
"140560.0";"0.2654015"
"140570.0";"0.2940916"
"140580.0";"0.2665746"
"140590.0";"0.2652459"
"140600.0";"0.2781043"
"140610.0";"0.2547584"
"140620.0";"0.2723707"
"140630.0";"0.3024829"
"140640.0";"0.2851863"
"140650.0";"0.2432526"
"140660.0";"0.2966159"
"140670.0";"0.3091226"
"140680.0";"0.262867"
"140690.0";"0.2657064"
"140700.0";"0.2701772"
"140710.0";"0.2866462"
"140720.0";"0.2720755"
"140730.0";"0.2604403"
"140740.0";"0.2454875"
"140750.0";"0.2516523"
"140760.0";"0.2923663"
"140770.0";"0.3102808"
"140780.0";"0.2747854"
"140790.0";"0.2672473"
"140800.0";"0.2777804"
"140810.0";"0.2221999"
"140820.0";"0.2775362"
"140830.0";"0.3306355"
"140840.0";"0.262637"
"140850.0";"0.244925"
"140860.0";"0.2934568"
"140870.0";"0.2535367"
"140880.0";"0.3161029"
"140890.0";"0.2466616"
"140900.0";"0.3022647"
"140910.0";"0.2970692"
"140920.0";"0.2882452"
"140930.0";"0.2715166"
"140940.0";"0.2988997"
"140950.0";"0.3115865"
"140960.0";"0.2613371"
"140970.0";"0.2949661"
"140980.0";"0.2446895"
"140990.0";"0.3114255"
"141000.0";"0.2554388"
"141010.0";"0.2645924"
"141020.0";"0.2651753"
"141030.0";"0.273077"
"141040.0";"0.2427532"
"141050.0";"0.2898521"
"141060.0";"0.3017764"
"141070.0";"0.2692176"
"141080.0";"0.3151795"
"141090.0";"0.2717243"
"141100.0";"0.2735271"
"141110.0";"0.2819657"
"141120.0";"0.2909987"
"141130.0";"0.2839961"
"141140.0";"0.2836218"
"141150.0";"0.2789376"
"141160.0";"0.2796804"
"141170.0";"0.2260041"
"141180.0";"0.284909"
"141190.0";"0.3374064"
"141200.0";"0.2636249"
"141210.0";"0.269366"
"141220.0";"0.2796906"
"141230.0";"0.2699244"
"141240.0";"0.2459631"
"141250.0";"0.2513503"
"141260.0";"0.2938742"
"141270.0";"0.2542697"
"141280.0";"0.2747295"
"141290.0";"0.2689051"
"141300.0";"0.283868"
"141310.0";"0.2753814"
"141320.0";"0.2601293"
"141330.0";"0.2520124"
"141340.0";"0.2594188"
"141350.0";"0.2480909"
"141360.0";"0.3293836"
"141370.0";"0.2715198"
"141380.0";"0.2790327"
"141390.0";"0.3494343"
"141400.0";"0.305002"
"141410.0";"0.3097321"
"141420.0";"0.3038633"
"141430.0";"0.3082353"
"141440.0";"0.3113617"
"141450.0";"0.2795888"
"141460.0";"0.2644504"
"141470.0";"0.2970287"
"141480.0";"0.2727237"
"141490.0";"0.3198722"
"141500.0";"0.3474394"
"141510.0";"0.3405719"
"141520.0";"0.2913748"
"141530.0";"0.2887571"
"141540.0";"0.2603463"
"141550.0";"0.2391106"
"141560.0";"0.2730769"
"141570.0";"0.3275197"
"141580.0";"0.2760108"
"141590.0";"0.237977"
"141600.0";"0.265381"
"141610.0";"0.2718936"
"141620.0";"0.2797179"
"141630.0";"0.2931978"
"141640.0";"0.2671348"
"141650.0";"0.2841077"
"141660.0";"0.2746509"
"141670.0";"0.3144215"
"141680.0";"0.287423"
"141690.0";"0.2759275"
"141700.0";"0.2448186"
"141710.0";"0.2687999"
"141720.0";"0.2781313"
"141730.0";"0.2706806"
"141740.0";"0.2987658"
"141750.0";"0.3286394"
"141760.0";"0.2734537"
"141770.0";"0.2890829"
"141780.0";"0.2729172"
"141790.0";"0.2607756"
"141800.0";"0.2645832"
"141810.0";"0.2374744"
"141820.0";"0.3150843"
"141830.0";"0.2713721"
"141840.0";"0.2811945"
"141850.0";"0.2708302"
"141860.0";"0.3134376"
"141870.0";"0.3016721"
"141880.0";"0.2953167"
"141890.0";"0.2967071"
"141900.0";"0.242219"
"141910.0";"0.2580288"
"141920.0";"0.2724208"
"141930.0";"0.2628043"
"141940.0";"0.2476571"
"141950.0";"0.322669"
"141960.0";"0.3046372"
"141970.0";"0.2782608"
"141980.0";"0.2861973"
"141990.0";"0.3049821"
"142000.0";"0.3139827"
"142010.0";"0.3106705"
"142020.0";"0.2787436"
"142030.0";"0.2717095"
"142040.0";"0.2946267"
"142050.0";"0.2819009"
"142060.0";"0.2833725"
"142070.0";"0.3032109"
"142080.0";"0.3418696"
"142090.0";"0.242442"
"142100.0";"0.2192395"
"142110.0";"0.282369"
"142120.0";"0.2608699"
"142130.0";"0.2831361"
"142140.0";"0.2967828"
"142150.0";"0.2757006"
"142160.0";"0.2761921"
"142170.0";"0.2648944"
"142180.0";"0.240252"
"142190.0";"0.2482923"
"142200.0";"0.2964912"
"142210.0";"0.2527646"
"142220.0";"0.2682405"
"142230.0";"0.2484955"
"142240.0";"0.2795675"
"142250.0";"0.2675274"
"142260.0";"0.2940645"
"142270.0";"0.2965281"
"142280.0";"0.2479797"
"142290.0";"0.2491708"
"142300.0";"0.2948387"
"142310.0";"0.2772038"
"142320.0";"0.2992021"
"142330.0";"0.2644867"
"142340.0";"0.2914947"
"142350.0";"0.2569845"
"142360.0";"0.2692286"
"142370.0";"0.2599942"
"142380.0";"0.2732967"
"142390.0";"0.2777157"
"142400.0";"0.2833305"
"142410.0";"0.2845457"
"142420.0";"0.2812153"
"142430.0";"0.2566007"
"142440.0";"0.2612395"
"142450.0";"0.2882378"
"142460.0";"0.2803301"
"142470.0";"0.2759223"
"142480.0";"0.2577479"
"142490.0";"0.2512785"
"142500.0";"0.2413032"
"142510.0";"0.2611075"
"142520.0";"0.305072"
"142530.0";"0.2536356"
"142540.0";"0.283115"
"142550.0";"0.2929252"
"142560.0";"0.2712529"
"142570.0";"0.2524219"
"142580.0";"0.2986704"
"142590.0";"0.2818476"
"142600.0";"0.3056147"
"142610.0";"0.2850407"
"142620.0";"0.284482"
"142630.0";"0.2835739"
"142640.0";"0.2927015"
"142650.0";"0.2667681"
"142660.0";"0.2828021"
"142670.0";"0.2513921"
"142680.0";"0.2779105"
"142690.0";"0.2768574"
"142700.0";"0.2577403"
"142710.0";"0.2709835"
"142720.0";"0.2829379"
"142730.0";"0.2990869"
"142740.0";"0.2623908"
"142750.0";"0.2714936"
"142760.0";"0.2539664"
"142770.0";"0.2716876"
"142780.0";"0.2650602"
"142790.0";"0.2680013"
"142800.0";"0.3012741"
"142810.0";"0.297956"
"142820.0";"0.282823"
"142830.0";"0.2564021"
"142840.0";"0.3038573"
"142850.0";"0.2574586"
"142860.0";"0.2812009"
"142870.0";"0.2606316"
"142880.0";"0.2763063"
"142890.0";"0.2672641"
"142900.0";"0.2547019"
"142910.0";"0.29737"
"142920.0";"0.3003168"
"142930.0";"0.2536983"
"142940.0";"0.2379117"
"142950.0";"0.2410107"
"142960.0";"0.2766188"
"142970.0";"0.3256577"
"142980.0";"0.2617521"
"142990.0";"0.3300033"
"143000.0";"0.2993691"
"143010.0";"0.293104"
"143020.0";"0.3131837"
"143030.0";"0.2625565"
"143040.0";"0.27474"
"143050.0";"0.290727"
"143060.0";"0.2807507"
"143070.0";"0.2269938"
"143080.0";"0.2639868"
"143090.0";"0.2835738"
"143100.0";"0.248397"
"143110.0";"0.2652961"
"143120.0";"0.2705069"
"143130.0";"0.2646921"
"143140.0";"0.2897672"
"143150.0";"0.2779153"
"143160.0";"0.2458152"
"143170.0";"0.2697718"
"143180.0";"0.2788277"
"143190.0";"0.2749786"
"143200.0";"0.278469"
"143210.0";"0.2831677"
"143220.0";"0.2665237"
"143230.0";"0.2662106"
"143240.0";"0.2713563"
"143250.0";"0.2831624"
"143260.0";"0.2461747"
"143270.0";"0.2728755"
"143280.0";"0.3101191"
"143290.0";"0.2658005"
"143300.0";"0.2604402"
"143310.0";"0.288716"
"143320.0";"0.2423984"
"143330.0";"0.287003"
"143340.0";"0.2449672"
"143350.0";"0.3012405"
"143360.0";"0.2302826"
"143370.0";"0.3022863"
"143380.0";"0.2956382"
"143390.0";"0.298627"
"143400.0";"0.3140144"
"143410.0";"0.3280993"
"143420.0";"0.298988"
"143430.0";"0.293135"
"143440.0";"0.2813448"
"143450.0";"0.2835911"
"143460.0";"0.2903532"
"143470.0";"0.2512328"
"143480.0";"0.2837131"
"143490.0";"0.3193699"
"143500.0";"0.3012408"
"143510.0";"0.2755958"
"143520.0";"0.2841426"
"143530.0";"0.2691361"
"143540.0";"0.2774992"
"143550.0";"0.269631"
"143560.0";"0.284923"
"143570.0";"0.2958009"
"143580.0";"0.2748617"
"143590.0";"0.2948403"
"143600.0";"0.2546468"
"143610.0";"0.2777012"
"143620.0";"0.2857774"
"143630.0";"0.2719907"
"143640.0";"0.2478794"
"143650.0";"0.2432179"
"143660.0";"0.2916124"
"143670.0";"0.2510639"
"143680.0";"0.2692213"
"143690.0";"0.3464256"
"143700.0";"0.21806"
"143710.0";"0.3124185"
"143720.0";"0.236876"
"143730.0";"0.276525"
"143740.0";"0.2986319"
"143750.0";"0.2966665"
"143760.0";"0.244364"
"143770.0";"0.2923848"
"143780.0";"0.249772"
"143790.0";"0.3383212"
"143800.0";"0.3108072"
"143810.0";"0.2303673"
"143820.0";"0.2611247"
"143830.0";"0.2626655"
"143840.0";"0.2539329"
"143850.0";"0.2927353"
"143860.0";"0.2915199"
"143870.0";"0.2668536"
"143880.0";"0.2792024"
"143890.0";"0.281223"
"143900.0";"0.3017879"
"143910.0";"0.3013"
"143920.0";"0.2602657"
"143930.0";"0.3021751"
"143940.0";"0.274529"
"143950.0";"0.3188038"
"143960.0";"0.3400079"
"143970.0";"0.3440844"
"143980.0";"0.3413632"
"143990.0";"0.3874716"
"144000.0";"0.3215294"
"144010.0";"0.3996126"
"144020.0";"0.3175923"
"144030.0";"0.2967356"
"144040.0";"0.3319068"
"144050.0";"0.2869672"
"144060.0";"0.2613713"
"144070.0";"0.2665092"
"144080.0";"0.2622159"
"144090.0";"0.2535939"
"144100.0";"0.2487853"
"144110.0";"0.2807525"
"144120.0";"0.2506191"
"144130.0";"0.2596424"
"144140.0";"0.2714482"
"144150.0";"0.2826726"
"144160.0";"0.272731"
"144170.0";"0.269197"
"144180.0";"0.2754722"
"144190.0";"0.3490713"
"144200.0";"0.2372007"
"144210.0";"0.2434665"
"144220.0";"0.2446121"
"144230.0";"0.2568229"
"144240.0";"0.2426236"
"144250.0";"0.2635035"
"144260.0";"0.2711565"
"144270.0";"0.2827036"
"144280.0";"0.2271033"
"144290.0";"0.2829664"
"144300.0";"0.2610368"
"144310.0";"0.3241513"
"144320.0";"0.28981"
"144330.0";"0.2438643"
"144340.0";"0.3159558"
"144350.0";"0.2793795"
"144360.0";"0.2986869"
"144370.0";"0.2976842"
"144380.0";"0.2967642"
"144390.0";"0.3124752"
"144400.0";"0.3217917"
"144410.0";"0.3220696"
"144420.0";"0.3213319"
"144430.0";"0.2673312"
"144440.0";"0.2021428"
"144450.0";"0.2569239"
"144460.0";"0.3098819"
"144470.0";"0.2789999"
"144480.0";"0.2097468"
"144490.0";"0.2594568"
"144500.0";"0.2117217"
"144510.0";"0.2737495"
"144520.0";"0.2458209"
"144530.0";"0.2253911"
"144540.0";"0.1984691"
"144550.0";"0.2541137"
"144560.0";"0.2350025"
"144570.0";"0.2952206"
"144580.0";"0.2587991"
"144590.0";"0.2763841"
"144600.0";"0.2640703"
"144610.0";"0.2973648"
"144620.0";"0.2639583"
"144630.0";"0.2498578"
"144640.0";"0.2359724"
"144650.0";"0.2803639"
"144660.0";"0.2387068"
"144670.0";"0.2776338"
"144680.0";"0.2513981"
"144690.0";"0.1807043"
"144700.0";"0.1936233"
"144710.0";"0.1850215"
"144720.0";"0.1684513"
"144730.0";"0.18523"
"144740.0";"0.2069419"
"144750.0";"0.2067586"
"144760.0";"0.1769385"
"144770.0";"0.1796247"
"144780.0";"0.1721768"
"144790.0";"0.173712"
"144800.0";"0.1940986"
"144810.0";"0.3065126"
"144820.0";"0.2529368"
"144830.0";"0.3507718"
"144840.0";"0.2228206"
"144850.0";"0.2709261"
"144860.0";"0.245296"
"144870.0";"0.263524"
"144880.0";"0.2460469"
"144890.0";"0.2297693"
"144900.0";"0.3103805"
"144910.0";"0.2742555"
"144920.0";"0.2808575"
"144930.0";"0.3012607"
"144940.0";"0.3066641"
"144950.0";"0.2660995"
"144960.0";"0.3390263"
"144970.0";"0.2681441"
"144980.0";"0.3122129"
"144990.0";"0.2870001"
"145000.0";"0.2143384"
"145010.0";"0.3378728"
"145020.0";"0.2414579"
"145030.0";"0.2633442"
"145040.0";"0.2123582"
"145050.0";"0.3125841"
"145060.0";"0.2888527"
"145070.0";"0.2824618"
"145080.0";"0.2687362"
"145090.0";"0.3100163"
"145100.0";"0.2700535"
"145110.0";"0.3203623"
"145120.0";"0.2805446"
"145130.0";"0.3280308"
"145140.0";"0.2702983"
"145150.0";"0.2571964"
"145160.0";"0.3089662"
"145170.0";"0.2803032"
"145180.0";"0.2242672"
"145190.0";"0.2709469"
"145200.0";"0.2646748"
"145210.0";"0.2251507"
"145220.0";"0.253949"
"145230.0";"0.301108"
"145240.0";"0.2350018"
"145250.0";"0.3110642"
"145260.0";"0.2452877"
"145270.0";"0.27032"
"145280.0";"0.2612395"
"145290.0";"0.2829949"
"145300.0";"0.2881078"
"145310.0";"0.2293492"
"145320.0";"0.2484754"
"145330.0";"0.2773627"
"145340.0";"0.2564934"
"145350.0";"0.2624273"
"145360.0";"0.2519224"
"145370.0";"0.3090066"
"145380.0";"0.2559159"
"145390.0";"0.3033974"
"145400.0";"0.2799088"
"145410.0";"0.2557773"
"145420.0";"0.2771969"
"145430.0";"0.2575385"
"145440.0";"0.2625512"
"145450.0";"0.3016785"
"145460.0";"0.2592627"
"145470.0";"0.2821437"
"145480.0";"0.253947"
"145490.0";"0.3047523"
"145500.0";"0.2692977"
"145510.0";"0.2580079"
"145520.0";"0.3034782"
"145530.0";"0.2611703"
"145540.0";"0.2491306"
"145550.0";"0.2792185"
"145560.0";"0.2577595"
"145570.0";"0.2647054"
"145580.0";"0.2690983"
"145590.0";"0.2794871"
"145600.0";"0.2406096"
"145610.0";"0.2499479"
