# This .csv file was created 12.10.2024 14:29
# extracted out of file interactions_energy.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_1
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:interactions_mol8_AS-MOL";"LJ-SR:interactions_mol8_AS-MOL";"Coul-14:interactions_mol8_AS-MOL";"LJ-14:interactions_mol8_AS-MOL"
"182000.0";"-583.697021";"-248.935165";"0.0";"0.0"
"182010.0";"-579.947083";"-270.72467";"0.0";"0.0"
"182020.0";"-588.244629";"-253.714981";"0.0";"0.0"
"182030.0";"-568.820679";"-291.011475";"0.0";"0.0"
"182040.0";"-671.746399";"-275.117035";"0.0";"0.0"
"182050.0";"-511.451782";"-263.342499";"0.0";"0.0"
"182060.0";"-627.420654";"-233.191299";"0.0";"0.0"
"182070.0";"-610.002441";"-276.180786";"0.0";"0.0"
"182080.0";"-465.828613";"-288.638092";"0.0";"0.0"
"182090.0";"-570.793274";"-247.060669";"0.0";"0.0"
"182100.0";"-434.838074";"-288.443848";"0.0";"0.0"
"182110.0";"-534.707764";"-245.908356";"0.0";"0.0"
"182120.0";"-506.351105";"-251.679077";"0.0";"0.0"
"182130.0";"-505.231598";"-280.813416";"0.0";"0.0"
"182140.0";"-433.826294";"-278.173584";"0.0";"0.0"
"182150.0";"-508.216309";"-212.610352";"0.0";"0.0"
"182160.0";"-530.085754";"-263.104095";"0.0";"0.0"
"182170.0";"-560.238098";"-255.012909";"0.0";"0.0"
"182180.0";"-620.596802";"-256.279114";"0.0";"0.0"
"182190.0";"-574.381104";"-256.50528";"0.0";"0.0"
"182200.0";"-657.051025";"-228.193588";"0.0";"0.0"
"182210.0";"-646.670288";"-262.628723";"0.0";"0.0"
"182220.0";"-722.204956";"-280.471069";"0.0";"0.0"
"182230.0";"-684.964722";"-260.115601";"0.0";"0.0"
"182240.0";"-550.832886";"-282.564453";"0.0";"0.0"
"182250.0";"-594.687256";"-262.016266";"0.0";"0.0"
"182260.0";"-591.221985";"-250.466461";"0.0";"0.0"
"182270.0";"-682.571899";"-264.237061";"0.0";"0.0"
"182280.0";"-641.200562";"-260.065155";"0.0";"0.0"
"182290.0";"-603.964539";"-226.361389";"0.0";"0.0"
"182300.0";"-595.002441";"-267.536469";"0.0";"0.0"
"182310.0";"-714.304504";"-201.202072";"0.0";"0.0"
"182320.0";"-558.924805";"-274.127106";"0.0";"0.0"
"182330.0";"-650.615173";"-287.169495";"0.0";"0.0"
"182340.0";"-617.124084";"-246.324936";"0.0";"0.0"
"182350.0";"-684.461182";"-231.017029";"0.0";"0.0"
"182360.0";"-669.521606";"-297.682343";"0.0";"0.0"
"182370.0";"-578.199951";"-269.764099";"0.0";"0.0"
"182380.0";"-631.684875";"-252.75827";"0.0";"0.0"
"182390.0";"-596.651733";"-269.14798";"0.0";"0.0"
"182400.0";"-597.021179";"-263.494202";"0.0";"0.0"
"182410.0";"-525.037659";"-247.767975";"0.0";"0.0"
"182420.0";"-558.181946";"-250.100159";"0.0";"0.0"
"182430.0";"-569.545593";"-230.201584";"0.0";"0.0"
"182440.0";"-589.573303";"-240.878036";"0.0";"0.0"
"182450.0";"-555.940308";"-234.467117";"0.0";"0.0"
"182460.0";"-603.383057";"-259.801331";"0.0";"0.0"
"182470.0";"-546.828186";"-261.762634";"0.0";"0.0"
"182480.0";"-517.166504";"-234.003952";"0.0";"0.0"
"182490.0";"-549.476135";"-225.747925";"0.0";"0.0"
"182500.0";"-492.446289";"-234.488297";"0.0";"0.0"
"182510.0";"-639.558716";"-211.000031";"0.0";"0.0"
"182520.0";"-528.777283";"-247.530334";"0.0";"0.0"
"182530.0";"-478.607483";"-271.77774";"0.0";"0.0"
"182540.0";"-498.579681";"-247.525574";"0.0";"0.0"
"182550.0";"-590.931274";"-233.296265";"0.0";"0.0"
"182560.0";"-599.551453";"-182.244446";"0.0";"0.0"
"182570.0";"-556.555603";"-227.539886";"0.0";"0.0"
"182580.0";"-569.463257";"-224.427383";"0.0";"0.0"
"182590.0";"-645.749634";"-210.251526";"0.0";"0.0"
"182600.0";"-704.414246";"-219.927002";"0.0";"0.0"
"182610.0";"-774.29834";"-187.028061";"0.0";"0.0"
"182620.0";"-606.077576";"-259.965454";"0.0";"0.0"
"182630.0";"-574.75354";"-275.014923";"0.0";"0.0"
"182640.0";"-647.394043";"-222.837952";"0.0";"0.0"
"182650.0";"-566.271362";"-255.777115";"0.0";"0.0"
"182660.0";"-635.323669";"-231.513931";"0.0";"0.0"
"182670.0";"-670.625183";"-211.687744";"0.0";"0.0"
"182680.0";"-624.479004";"-244.580719";"0.0";"0.0"
"182690.0";"-642.269348";"-222.200897";"0.0";"0.0"
"182700.0";"-617.559143";"-266.104218";"0.0";"0.0"
"182710.0";"-587.704895";"-255.710281";"0.0";"0.0"
"182720.0";"-591.444336";"-251.876862";"0.0";"0.0"
"182730.0";"-546.523682";"-263.048645";"0.0";"0.0"
"182740.0";"-487.633545";"-249.085312";"0.0";"0.0"
"182750.0";"-678.374512";"-218.116821";"0.0";"0.0"
"182760.0";"-648.263428";"-241.242844";"0.0";"0.0"
"182770.0";"-631.318604";"-260.867676";"0.0";"0.0"
"182780.0";"-664.755188";"-252.720276";"0.0";"0.0"
"182790.0";"-617.305298";"-236.57785";"0.0";"0.0"
"182800.0";"-548.575012";"-240.684631";"0.0";"0.0"
"182810.0";"-595.240173";"-237.583496";"0.0";"0.0"
"182820.0";"-568.528625";"-270.897522";"0.0";"0.0"
"182830.0";"-555.874329";"-247.892334";"0.0";"0.0"
"182840.0";"-569.344849";"-256.133606";"0.0";"0.0"
"182850.0";"-583.98999";"-244.092407";"0.0";"0.0"
"182860.0";"-569.155457";"-218.454498";"0.0";"0.0"
"182870.0";"-487.459106";"-296.830383";"0.0";"0.0"
"182880.0";"-495.225006";"-271.990906";"0.0";"0.0"
"182890.0";"-442.898682";"-273.989227";"0.0";"0.0"
"182900.0";"-374.147003";"-269.141479";"0.0";"0.0"
"182910.0";"-449.162231";"-260.220123";"0.0";"0.0"
"182920.0";"-516.871094";"-258.935791";"0.0";"0.0"
"182930.0";"-502.182861";"-260.322296";"0.0";"0.0"
"182940.0";"-540.127502";"-280.256866";"0.0";"0.0"
"182950.0";"-546.838867";"-263.853577";"0.0";"0.0"
"182960.0";"-520.589844";"-281.912231";"0.0";"0.0"
"182970.0";"-438.427185";"-292.942078";"0.0";"0.0"
"182980.0";"-494.253021";"-279.100464";"0.0";"0.0"
"182990.0";"-566.589111";"-266.826935";"0.0";"0.0"
"183000.0";"-499.522888";"-249.3694";"0.0";"0.0"
"183010.0";"-424.729858";"-270.456482";"0.0";"0.0"
"183020.0";"-556.278076";"-245.180954";"0.0";"0.0"
"183030.0";"-536.595947";"-264.553558";"0.0";"0.0"
"183040.0";"-574.703491";"-251.409073";"0.0";"0.0"
"183050.0";"-544.206787";"-263.506927";"0.0";"0.0"
"183060.0";"-564.501343";"-258.042908";"0.0";"0.0"
"183070.0";"-521.325073";"-257.836395";"0.0";"0.0"
"183080.0";"-510.697632";"-252.549316";"0.0";"0.0"
"183090.0";"-603.498657";"-237.587158";"0.0";"0.0"
"183100.0";"-489.258484";"-279.848541";"0.0";"0.0"
"183110.0";"-411.186462";"-247.747665";"0.0";"0.0"
"183120.0";"-496.644592";"-255.015518";"0.0";"0.0"
"183130.0";"-485.598083";"-266.523682";"0.0";"0.0"
"183140.0";"-513.103882";"-225.722687";"0.0";"0.0"
"183150.0";"-495.94162";"-265.001434";"0.0";"0.0"
"183160.0";"-466.776581";"-241.177216";"0.0";"0.0"
"183170.0";"-613.994263";"-273.393005";"0.0";"0.0"
"183180.0";"-589.168274";"-262.209839";"0.0";"0.0"
"183190.0";"-556.702209";"-274.219452";"0.0";"0.0"
"183200.0";"-698.048096";"-239.041138";"0.0";"0.0"
"183210.0";"-702.285767";"-230.565277";"0.0";"0.0"
"183220.0";"-613.73584";"-226.061035";"0.0";"0.0"
"183230.0";"-651.574219";"-255.07843";"0.0";"0.0"
"183240.0";"-591.918945";"-261.170563";"0.0";"0.0"
"183250.0";"-672.340088";"-216.082474";"0.0";"0.0"
"183260.0";"-628.413879";"-218.005585";"0.0";"0.0"
"183270.0";"-619.846497";"-227.060959";"0.0";"0.0"
"183280.0";"-602.017822";"-266.427277";"0.0";"0.0"
"183290.0";"-602.356628";"-275.682861";"0.0";"0.0"
"183300.0";"-577.289917";"-269.362";"0.0";"0.0"
"183310.0";"-627.094971";"-247.546814";"0.0";"0.0"
"183320.0";"-682.651001";"-247.641403";"0.0";"0.0"
"183330.0";"-692.148193";"-228.071869";"0.0";"0.0"
"183340.0";"-630.569275";"-249.794693";"0.0";"0.0"
"183350.0";"-619.769287";"-255.406616";"0.0";"0.0"
"183360.0";"-602.308289";"-270.616974";"0.0";"0.0"
"183370.0";"-643.28186";"-245.611557";"0.0";"0.0"
"183380.0";"-715.218628";"-249.156494";"0.0";"0.0"
"183390.0";"-575.829102";"-275.919342";"0.0";"0.0"
"183400.0";"-647.691223";"-236.016205";"0.0";"0.0"
"183410.0";"-628.746948";"-234.425507";"0.0";"0.0"
"183420.0";"-601.810425";"-250.721375";"0.0";"0.0"
"183430.0";"-617.499268";"-271.89035";"0.0";"0.0"
"183440.0";"-640.39679";"-238.528015";"0.0";"0.0"
"183450.0";"-597.102417";"-227.31282";"0.0";"0.0"
"183460.0";"-601.910034";"-236.019073";"0.0";"0.0"
"183470.0";"-605.054565";"-235.870941";"0.0";"0.0"
"183480.0";"-550.199707";"-251.444077";"0.0";"0.0"
"183490.0";"-601.119263";"-230.716446";"0.0";"0.0"
"183500.0";"-580.50885";"-242.326065";"0.0";"0.0"
"183510.0";"-564.248901";"-259.594727";"0.0";"0.0"
"183520.0";"-722.103577";"-236.754272";"0.0";"0.0"
"183530.0";"-572.066345";"-247.100113";"0.0";"0.0"
"183540.0";"-608.312927";"-247.194901";"0.0";"0.0"
"183550.0";"-654.706299";"-235.439941";"0.0";"0.0"
"183560.0";"-639.509583";"-223.557175";"0.0";"0.0"
"183570.0";"-555.609497";"-251.793869";"0.0";"0.0"
"183580.0";"-512.547668";"-240.719498";"0.0";"0.0"
"183590.0";"-475.692596";"-246.526138";"0.0";"0.0"
"183600.0";"-474.653107";"-261.943634";"0.0";"0.0"
"183610.0";"-532.188049";"-222.261963";"0.0";"0.0"
"183620.0";"-569.28418";"-225.721024";"0.0";"0.0"
"183630.0";"-482.352936";"-241.551971";"0.0";"0.0"
"183640.0";"-503.049805";"-255.044342";"0.0";"0.0"
"183650.0";"-584.013733";"-239.505463";"0.0";"0.0"
"183660.0";"-636.19574";"-228.942871";"0.0";"0.0"
"183670.0";"-492.878601";"-255.469833";"0.0";"0.0"
"183680.0";"-517.34967";"-252.515198";"0.0";"0.0"
"183690.0";"-327.945007";"-271.827881";"0.0";"0.0"
"183700.0";"-409.612183";"-207.516968";"0.0";"0.0"
"183710.0";"-454.203125";"-235.496017";"0.0";"0.0"
"183720.0";"-509.676849";"-228.348022";"0.0";"0.0"
"183730.0";"-491.149078";"-258.918243";"0.0";"0.0"
"183740.0";"-464.472107";"-244.412201";"0.0";"0.0"
"183750.0";"-530.801575";"-226.4039";"0.0";"0.0"
"183760.0";"-480.209381";"-252.993546";"0.0";"0.0"
"183770.0";"-390.262695";"-273.595276";"0.0";"0.0"
"183780.0";"-369.365631";"-260.916962";"0.0";"0.0"
"183790.0";"-437.820618";"-265.276855";"0.0";"0.0"
"183800.0";"-376.526886";"-250.079147";"0.0";"0.0"
"183810.0";"-419.049713";"-252.484329";"0.0";"0.0"
"183820.0";"-510.050293";"-238.374954";"0.0";"0.0"
"183830.0";"-416.394043";"-264.003784";"0.0";"0.0"
"183840.0";"-492.963593";"-235.671417";"0.0";"0.0"
"183850.0";"-515.236023";"-260.730042";"0.0";"0.0"
"183860.0";"-439.463593";"-244.330536";"0.0";"0.0"
"183870.0";"-432.707947";"-264.443604";"0.0";"0.0"
"183880.0";"-430.441498";"-242.763519";"0.0";"0.0"
"183890.0";"-442.39624";"-256.470734";"0.0";"0.0"
"183900.0";"-486.053833";"-271.095154";"0.0";"0.0"
"183910.0";"-523.847839";"-245.624298";"0.0";"0.0"
"183920.0";"-498.393616";"-252.842194";"0.0";"0.0"
"183930.0";"-510.80072";"-254.19957";"0.0";"0.0"
"183940.0";"-518.210815";"-234.245987";"0.0";"0.0"
"183950.0";"-538.511963";"-276.580902";"0.0";"0.0"
"183960.0";"-538.106934";"-245.710373";"0.0";"0.0"
"183970.0";"-542.04834";"-238.802917";"0.0";"0.0"
"183980.0";"-567.36438";"-246.840286";"0.0";"0.0"
"183990.0";"-534.532654";"-253.869507";"0.0";"0.0"
"184000.0";"-539.098572";"-257.036896";"0.0";"0.0"
"184010.0";"-564.476257";"-223.468185";"0.0";"0.0"
"184020.0";"-625.184814";"-223.373871";"0.0";"0.0"
"184030.0";"-551.778992";"-279.453766";"0.0";"0.0"
"184040.0";"-536.039429";"-249.488281";"0.0";"0.0"
"184050.0";"-593.871826";"-255.825958";"0.0";"0.0"
"184060.0";"-576.185486";"-248.329056";"0.0";"0.0"
"184070.0";"-542.632629";"-275.00473";"0.0";"0.0"
"184080.0";"-532.398315";"-256.273895";"0.0";"0.0"
"184090.0";"-529.927612";"-264.295746";"0.0";"0.0"
"184100.0";"-551.734314";"-251.824661";"0.0";"0.0"
"184110.0";"-535.890076";"-252.232803";"0.0";"0.0"
"184120.0";"-423.11734";"-247.583786";"0.0";"0.0"
"184130.0";"-461.269867";"-248.302322";"0.0";"0.0"
"184140.0";"-514.927002";"-218.416367";"0.0";"0.0"
"184150.0";"-503.175293";"-239.235596";"0.0";"0.0"
"184160.0";"-465.388916";"-246.041656";"0.0";"0.0"
"184170.0";"-456.398834";"-240.447891";"0.0";"0.0"
"184180.0";"-506.218933";"-225.530548";"0.0";"0.0"
"184190.0";"-467.385986";"-256.983795";"0.0";"0.0"
"184200.0";"-452.020569";"-259.278961";"0.0";"0.0"
"184210.0";"-474.352661";"-245.111786";"0.0";"0.0"
"184220.0";"-484.642456";"-257.037201";"0.0";"0.0"
"184230.0";"-504.659149";"-231.992447";"0.0";"0.0"
"184240.0";"-527.150391";"-231.944534";"0.0";"0.0"
"184250.0";"-543.669434";"-250.838608";"0.0";"0.0"
"184260.0";"-511.964905";"-285.122437";"0.0";"0.0"
"184270.0";"-506.219727";"-222.160477";"0.0";"0.0"
"184280.0";"-544.274658";"-238.625534";"0.0";"0.0"
"184290.0";"-517.438354";"-275.711212";"0.0";"0.0"
"184300.0";"-399.48465";"-258.861115";"0.0";"0.0"
"184310.0";"-495.364655";"-234.870407";"0.0";"0.0"
"184320.0";"-509.115692";"-246.013245";"0.0";"0.0"
"184330.0";"-449.883667";"-231.297867";"0.0";"0.0"
"184340.0";"-419.976105";"-242.487274";"0.0";"0.0"
"184350.0";"-518.84082";"-222.007904";"0.0";"0.0"
"184360.0";"-439.872833";"-241.546524";"0.0";"0.0"
"184370.0";"-439.061737";"-240.056274";"0.0";"0.0"
"184380.0";"-402.225952";"-222.549973";"0.0";"0.0"
"184390.0";"-554.11676";"-206.432938";"0.0";"0.0"
"184400.0";"-507.60672";"-253.99472";"0.0";"0.0"
"184410.0";"-491.315338";"-244.16951";"0.0";"0.0"
"184420.0";"-518.379028";"-263.897919";"0.0";"0.0"
"184430.0";"-553.49939";"-284.930908";"0.0";"0.0"
"184440.0";"-575.959229";"-254.454926";"0.0";"0.0"
"184450.0";"-623.660339";"-260.287781";"0.0";"0.0"
"184460.0";"-591.114563";"-273.950806";"0.0";"0.0"
"184470.0";"-666.735474";"-228.672272";"0.0";"0.0"
"184480.0";"-670.564392";"-273.658966";"0.0";"0.0"
"184490.0";"-641.593628";"-260.290039";"0.0";"0.0"
"184500.0";"-658.071899";"-242.49292";"0.0";"0.0"
"184510.0";"-610.515381";"-239.17926";"0.0";"0.0"
"184520.0";"-657.927856";"-253.986465";"0.0";"0.0"
"184530.0";"-657.599731";"-269.235413";"0.0";"0.0"
"184540.0";"-502.979187";"-252.461472";"0.0";"0.0"
"184550.0";"-496.83606";"-241.407715";"0.0";"0.0"
"184560.0";"-425.994843";"-250.141068";"0.0";"0.0"
"184570.0";"-466.290527";"-224.351013";"0.0";"0.0"
"184580.0";"-546.553345";"-246.319031";"0.0";"0.0"
"184590.0";"-450.408936";"-237.9608";"0.0";"0.0"
"184600.0";"-564.202026";"-244.240112";"0.0";"0.0"
"184610.0";"-592.713867";"-214.771744";"0.0";"0.0"
"184620.0";"-501.873657";"-263.779724";"0.0";"0.0"
"184630.0";"-386.233276";"-269.314148";"0.0";"0.0"
"184640.0";"-396.441254";"-237.330887";"0.0";"0.0"
"184650.0";"-456.22937";"-240.426544";"0.0";"0.0"
"184660.0";"-428.709717";"-262.930267";"0.0";"0.0"
"184670.0";"-505.88739";"-273.149902";"0.0";"0.0"
"184680.0";"-536.326111";"-256.135284";"0.0";"0.0"
"184690.0";"-568.339233";"-260.886902";"0.0";"0.0"
"184700.0";"-429.66687";"-248.54126";"0.0";"0.0"
"184710.0";"-515.847778";"-264.580933";"0.0";"0.0"
"184720.0";"-435.437408";"-266.157654";"0.0";"0.0"
"184730.0";"-432.496155";"-256.724304";"0.0";"0.0"
"184740.0";"-579.669495";"-265.956268";"0.0";"0.0"
"184750.0";"-553.600525";"-249.292999";"0.0";"0.0"
"184760.0";"-525.612122";"-281.981415";"0.0";"0.0"
"184770.0";"-451.139832";"-256.182983";"0.0";"0.0"
"184780.0";"-470.39032";"-254.664368";"0.0";"0.0"
"184790.0";"-461.982391";"-226.28746";"0.0";"0.0"
"184800.0";"-393.070374";"-259.629578";"0.0";"0.0"
"184810.0";"-479.9888";"-237.175385";"0.0";"0.0"
"184820.0";"-549.750122";"-258.641815";"0.0";"0.0"
"184830.0";"-537.892212";"-243.979248";"0.0";"0.0"
"184840.0";"-517.843628";"-248.567688";"0.0";"0.0"
"184850.0";"-520.093811";"-232.326187";"0.0";"0.0"
"184860.0";"-489.556885";"-244.507462";"0.0";"0.0"
"184870.0";"-513.789734";"-255.588684";"0.0";"0.0"
"184880.0";"-552.545837";"-225.239456";"0.0";"0.0"
"184890.0";"-506.896912";"-230.284317";"0.0";"0.0"
"184900.0";"-475.757111";"-217.153778";"0.0";"0.0"
"184910.0";"-473.96698";"-217.887085";"0.0";"0.0"
"184920.0";"-497.320618";"-196.067551";"0.0";"0.0"
"184930.0";"-508.226166";"-240.249832";"0.0";"0.0"
"184940.0";"-499.016418";"-237.073135";"0.0";"0.0"
"184950.0";"-439.059753";"-240.651886";"0.0";"0.0"
"184960.0";"-462.547119";"-253.776871";"0.0";"0.0"
"184970.0";"-544.71106";"-272.261078";"0.0";"0.0"
"184980.0";"-524.03186";"-219.331833";"0.0";"0.0"
"184990.0";"-491.932617";"-235.146942";"0.0";"0.0"
"185000.0";"-442.59082";"-267.797821";"0.0";"0.0"
"185010.0";"-499.789825";"-252.687439";"0.0";"0.0"
"185020.0";"-468.037567";"-276.141052";"0.0";"0.0"
"185030.0";"-341.019623";"-262.795898";"0.0";"0.0"
"185040.0";"-575.625061";"-210.009949";"0.0";"0.0"
"185050.0";"-517.100525";"-248.469391";"0.0";"0.0"
"185060.0";"-573.77417";"-238.709015";"0.0";"0.0"
"185070.0";"-461.019379";"-247.340973";"0.0";"0.0"
"185080.0";"-507.077667";"-231.246124";"0.0";"0.0"
"185090.0";"-454.816589";"-261.353241";"0.0";"0.0"
"185100.0";"-490.11322";"-253.962479";"0.0";"0.0"
"185110.0";"-525.918396";"-270.692596";"0.0";"0.0"
"185120.0";"-576.838257";"-251.452499";"0.0";"0.0"
"185130.0";"-497.068848";"-266.838715";"0.0";"0.0"
"185140.0";"-545.695129";"-276.261505";"0.0";"0.0"
"185150.0";"-507.798187";"-259.394043";"0.0";"0.0"
"185160.0";"-553.479126";"-232.397446";"0.0";"0.0"
"185170.0";"-537.301453";"-256.420593";"0.0";"0.0"
"185180.0";"-450.121185";"-291.075378";"0.0";"0.0"
"185190.0";"-531.31543";"-275.476105";"0.0";"0.0"
"185200.0";"-454.206787";"-275.620117";"0.0";"0.0"
"185210.0";"-584.415161";"-267.119324";"0.0";"0.0"
"185220.0";"-516.99707";"-287.528839";"0.0";"0.0"
"185230.0";"-487.190399";"-258.709473";"0.0";"0.0"
"185240.0";"-506.617645";"-226.540985";"0.0";"0.0"
"185250.0";"-504.850861";"-260.97525";"0.0";"0.0"
"185260.0";"-527.884705";"-252.662888";"0.0";"0.0"
"185270.0";"-532.992981";"-255.828476";"0.0";"0.0"
"185280.0";"-486.858459";"-263.860748";"0.0";"0.0"
"185290.0";"-592.926331";"-247.892258";"0.0";"0.0"
"185300.0";"-537.789856";"-249.95752";"0.0";"0.0"
"185310.0";"-488.395355";"-239.151596";"0.0";"0.0"
"185320.0";"-560.306152";"-240.543259";"0.0";"0.0"
"185330.0";"-513.263367";"-261.193542";"0.0";"0.0"
"185340.0";"-542.459534";"-261.139374";"0.0";"0.0"
"185350.0";"-507.701691";"-261.050812";"0.0";"0.0"
"185360.0";"-516.863403";"-260.069336";"0.0";"0.0"
"185370.0";"-614.261963";"-235.832855";"0.0";"0.0"
"185380.0";"-556.726624";"-272.901855";"0.0";"0.0"
"185390.0";"-474.052948";"-250.425095";"0.0";"0.0"
"185400.0";"-568.645264";"-245.874435";"0.0";"0.0"
"185410.0";"-466.790009";"-246.977905";"0.0";"0.0"
"185420.0";"-375.77124";"-263.468964";"0.0";"0.0"
"185430.0";"-591.055298";"-260.363983";"0.0";"0.0"
"185440.0";"-533.628784";"-264.403503";"0.0";"0.0"
"185450.0";"-530.907104";"-237.991669";"0.0";"0.0"
"185460.0";"-506.807312";"-254.054947";"0.0";"0.0"
"185470.0";"-493.641724";"-246.496765";"0.0";"0.0"
"185480.0";"-491.782654";"-271.089111";"0.0";"0.0"
"185490.0";"-598.845947";"-258.523102";"0.0";"0.0"
"185500.0";"-625.3255";"-261.90506";"0.0";"0.0"
"185510.0";"-506.710419";"-239.142944";"0.0";"0.0"
"185520.0";"-487.607117";"-255.529388";"0.0";"0.0"
"185530.0";"-429.738647";"-254.094299";"0.0";"0.0"
"185540.0";"-536.252747";"-241.572571";"0.0";"0.0"
"185550.0";"-565.108826";"-217.46109";"0.0";"0.0"
"185560.0";"-431.534943";"-250.316483";"0.0";"0.0"
"185570.0";"-474.743195";"-252.220093";"0.0";"0.0"
"185580.0";"-566.248535";"-231.682007";"0.0";"0.0"
"185590.0";"-498.272797";"-232.592468";"0.0";"0.0"
"185600.0";"-615.858459";"-220.100632";"0.0";"0.0"
"185610.0";"-612.19397";"-229.825089";"0.0";"0.0"
"185620.0";"-541.593506";"-251.771835";"0.0";"0.0"
"185630.0";"-594.727844";"-236.667969";"0.0";"0.0"
"185640.0";"-491.083649";"-256.716766";"0.0";"0.0"
"185650.0";"-499.963043";"-261.466431";"0.0";"0.0"
"185660.0";"-486.194641";"-258.704041";"0.0";"0.0"
"185670.0";"-473.585632";"-252.357407";"0.0";"0.0"
"185680.0";"-572.832275";"-259.39267";"0.0";"0.0"
"185690.0";"-505.835663";"-235.9664";"0.0";"0.0"
"185700.0";"-474.089264";"-271.866669";"0.0";"0.0"
"185710.0";"-496.8703";"-229.757858";"0.0";"0.0"
"185720.0";"-463.532349";"-239.469147";"0.0";"0.0"
"185730.0";"-541.973877";"-238.239609";"0.0";"0.0"
"185740.0";"-482.57489";"-194.66893";"0.0";"0.0"
"185750.0";"-435.018188";"-216.820129";"0.0";"0.0"
"185760.0";"-575.362976";"-229.056519";"0.0";"0.0"
"185770.0";"-538.342224";"-237.173874";"0.0";"0.0"
"185780.0";"-661.925171";"-207.382339";"0.0";"0.0"
"185790.0";"-625.058716";"-193.070526";"0.0";"0.0"
"185800.0";"-575.152832";"-219.013916";"0.0";"0.0"
"185810.0";"-556.195862";"-233.327591";"0.0";"0.0"
"185820.0";"-441.689056";"-235.5616";"0.0";"0.0"
"185830.0";"-486.202301";"-214.531464";"0.0";"0.0"
"185840.0";"-442.687622";"-227.796356";"0.0";"0.0"
"185850.0";"-440.329437";"-231.378983";"0.0";"0.0"
"185860.0";"-528.666992";"-208.397522";"0.0";"0.0"
"185870.0";"-538.694519";"-249.099854";"0.0";"0.0"
"185880.0";"-558.550415";"-227.721252";"0.0";"0.0"
"185890.0";"-475.267914";"-244.753082";"0.0";"0.0"
"185900.0";"-543.537964";"-230.80069";"0.0";"0.0"
"185910.0";"-457.676208";"-248.588531";"0.0";"0.0"
"185920.0";"-424.622711";"-218.043762";"0.0";"0.0"
"185930.0";"-497.752991";"-238.19455";"0.0";"0.0"
"185940.0";"-365.857788";"-246.134369";"0.0";"0.0"
"185950.0";"-504.101074";"-218.13356";"0.0";"0.0"
"185960.0";"-509.180817";"-201.866638";"0.0";"0.0"
"185970.0";"-391.135803";"-235.940277";"0.0";"0.0"
"185980.0";"-484.520203";"-222.849823";"0.0";"0.0"
"185990.0";"-467.626007";"-255.860062";"0.0";"0.0"
"186000.0";"-513.83374";"-219.042358";"0.0";"0.0"
"186010.0";"-439.748718";"-238.438858";"0.0";"0.0"
"186020.0";"-546.671997";"-242.649017";"0.0";"0.0"
"186030.0";"-537.532104";"-261.069977";"0.0";"0.0"
"186040.0";"-442.454651";"-227.493881";"0.0";"0.0"
"186050.0";"-565.552002";"-263.495117";"0.0";"0.0"
"186060.0";"-500.900787";"-244.084946";"0.0";"0.0"
"186070.0";"-432.660095";"-232.11647";"0.0";"0.0"
"186080.0";"-486.116333";"-181.31691";"0.0";"0.0"
"186090.0";"-494.81543";"-192.789337";"0.0";"0.0"
"186100.0";"-525.55658";"-236.123108";"0.0";"0.0"
"186110.0";"-493.093811";"-244.194412";"0.0";"0.0"
"186120.0";"-411.793793";"-219.961884";"0.0";"0.0"
"186130.0";"-498.740692";"-249.125626";"0.0";"0.0"
"186140.0";"-647.166382";"-234.472641";"0.0";"0.0"
"186150.0";"-514.844788";"-217.313019";"0.0";"0.0"
"186160.0";"-489.543884";"-224.101395";"0.0";"0.0"
"186170.0";"-421.018677";"-235.00441";"0.0";"0.0"
"186180.0";"-553.807068";"-228.805435";"0.0";"0.0"
"186190.0";"-571.384338";"-224.058578";"0.0";"0.0"
"186200.0";"-526.930481";"-232.376663";"0.0";"0.0"
"186210.0";"-520.68811";"-203.782135";"0.0";"0.0"
"186220.0";"-530.294983";"-257.888489";"0.0";"0.0"
"186230.0";"-454.331299";"-262.797302";"0.0";"0.0"
"186240.0";"-555.105042";"-247.989716";"0.0";"0.0"
"186250.0";"-579.545105";"-243.303528";"0.0";"0.0"
"186260.0";"-528.544373";"-241.448929";"0.0";"0.0"
"186270.0";"-459.015259";"-239.205292";"0.0";"0.0"
"186280.0";"-525.80835";"-183.841888";"0.0";"0.0"
"186290.0";"-496.205139";"-258.817108";"0.0";"0.0"
"186300.0";"-508.334167";"-264.165314";"0.0";"0.0"
"186310.0";"-526.327332";"-257.850677";"0.0";"0.0"
"186320.0";"-411.120483";"-247.784729";"0.0";"0.0"
"186330.0";"-603.872803";"-261.97525";"0.0";"0.0"
"186340.0";"-473.715454";"-267.48288";"0.0";"0.0"
"186350.0";"-646.314636";"-218.483932";"0.0";"0.0"
"186360.0";"-637.084534";"-236.696747";"0.0";"0.0"
"186370.0";"-528.042786";"-211.576904";"0.0";"0.0"
"186380.0";"-523.829895";"-224.948105";"0.0";"0.0"
"186390.0";"-572.276489";"-232.109009";"0.0";"0.0"
"186400.0";"-591.307861";"-243.896744";"0.0";"0.0"
"186410.0";"-620.84082";"-236.448029";"0.0";"0.0"
"186420.0";"-578.38501";"-251.5448";"0.0";"0.0"
"186430.0";"-593.278564";"-245.066971";"0.0";"0.0"
